SITE,YEAR,TRANSECT,SPECIES
Calf Island,2014,2,Membranipora membranacea
Calf Island,2014,2,Myoxocephalus
Calf Island,2014,2,Myoxocephalus scorpioides
Calf Island,2014,2,Palmaria palmata
Calf Island,2014,2,Phycodrys rubens
Calf Island,2014,2,Polyides rotunda
Calf Island,2014,2,Polysiphonia
Calf Island,2014,2,Polysiphonia arctica
Calf Island,2014,2,Polysiphonia flexicaulis
Calf Island,2014,2,Polysiphonia subtilissima
Calf Island,2014,2,Porphyra spp.
Calf Island,2014,2,Sabella sp.
Calf Island,2014,2,Sabella spallanzanii
Calf Island,2014,2,Sabella zonalis
Calf Island,2014,2,Saccharina latissima
Calf Island,2014,2,Styela clava
Calf Island,2014,2,Tautogolabrus adspersus
Calf Island,2014,2,Tricellaria inopinata
Calf Island,2014,2,Ulvaria
Calf Island,2014,2,Ulvaria obscura
Calf Island,2014,2,Ulvaria obscura var. blyttii
Calf Island,2014,2,Ulvaria splendens
Calf Island,2014,2,Ulvaria subbifurcata
Calf Island,2014,2,UNID Juv Laminariales
Calf Island,2014,2,Unidentified Red Blade
Calf Island,2014,3,Anomia
Calf Island,2014,3,Anomia peruviana
Calf Island,2014,3,Anomia simplex
Calf Island,2014,3,Asterias forbesi
Calf Island,2014,3,Asterias rubens
Calf Island,2014,3,Barnacle
Calf Island,2014,3,Botrylloides violaceus
Calf Island,2014,3,Cancer borealis
Calf Island,2014,3,Cancer irroratus
Calf Island,2014,3,Ceramium
Calf Island,2014,3,Chondrus crispus
Calf Island,2014,3,Crepidula fornicata
Calf Island,2014,3,Cystoclonium purpureum
Calf Island,2014,3,Desmarestia aculeata
Calf Island,2014,3,Desmarestia viridis
Calf Island,2014,3,Encrusting coralline
Calf Island,2014,3,Henricia sanguinolenta
Calf Island,2014,3,Heterosiphonia japonica
Calf Island,2014,3,Hildenbrandia rubra
Calf Island,2014,3,Homarus americanus
Calf Island,2014,3,Laminaria digitata
Calf Island,2014,3,Mastocarpus stellatus
Calf Island,2014,3,Membranipora membranacea
Calf Island,2014,3,Myoxocephalus
Calf Island,2014,3,Myoxocephalus scorpioides
Calf Island,2014,3,Mytilus edulis
Calf Island,2014,3,Palmaria palmata
Calf Island,2014,3,Phycodrys rubens
Calf Island,2014,3,Polyides rotunda
Calf Island,2014,3,Polysiphonia
Calf Island,2014,3,Polysiphonia arctica
Calf Island,2014,3,Polysiphonia flexicaulis
Calf Island,2014,3,Polysiphonia subtilissima
Calf Island,2014,3,Red Algal Turf
Calf Island,2014,3,Saccharina latissima
Calf Island,2014,3,Tricellaria inopinata
Calf Island,2014,3,Ulvaria
Calf Island,2014,3,Ulvaria obscura
Calf Island,2014,3,Ulvaria obscura var. blyttii
Calf Island,2014,3,Ulvaria splendens
Calf Island,2014,3,Ulvaria subbifurcata
Calf Island,2014,3,UNID Juv Laminariales
Calf Island,2014,3,Unidentified Red Blade
Calf Island,2014,4,Agarum clathratum
Calf Island,2014,4,Anomia
Calf Island,2014,4,Anomia peruviana
Calf Island,2014,4,Anomia simplex
Calf Island,2014,4,Asterias forbesi
Calf Island,2014,4,Barnacle
Calf Island,2014,4,Botrylloides violaceus
Calf Island,2014,4,Cancer borealis
Calf Island,2014,4,Cancer irroratus
Calf Island,2014,4,Ceramium
Calf Island,2014,4,Chondrus crispus
Calf Island,2014,4,Crepidula fornicata
Calf Island,2014,4,Cystoclonium purpureum
Calf Island,2014,4,Dendrodoa carnea
Calf Island,2014,4,Desmarestia aculeata
Calf Island,2014,4,Desmarestia viridis
Calf Island,2014,4,Diatom Tube Mat
Calf Island,2014,4,Encrusting coralline
Calf Island,2014,4,Euthora cristata
Calf Island,2014,4,Henricia sanguinolenta
Calf Island,2014,4,Heterosiphonia japonica
Calf Island,2014,4,Homarus americanus
Calf Island,2014,4,Laminaria digitata
Calf Island,2014,4,Lithothamnion
Calf Island,2014,4,Lithothamnion lemoineae
Calf Island,2014,4,Lithothamnion tophiforme
Calf Island,2014,4,Mastocarpus stellatus
Calf Island,2014,4,Myoxocephalus
Calf Island,2014,4,Myoxocephalus scorpioides
Calf Island,2014,4,Palmaria palmata
Calf Island,2014,4,Phycodrys rubens
Calf Island,2014,4,Polyides rotunda
Calf Island,2014,4,Polysiphonia
Calf Island,2014,4,Polysiphonia arctica
Calf Island,2014,4,Polysiphonia flexicaulis
Calf Island,2014,4,Polysiphonia subtilissima
Calf Island,2014,4,Porphyra spp.
Calf Island,2014,4,Red Algal Turf
Calf Island,2014,4,Saccharina latissima
Calf Island,2014,4,Tautogolabrus adspersus
Calf Island,2014,4,Tricellaria inopinata
Calf Island,2014,4,Ulvaria
Calf Island,2014,4,Ulvaria obscura
Calf Island,2014,4,Ulvaria obscura var. blyttii
Calf Island,2014,4,Ulvaria splendens
Calf Island,2014,4,Ulvaria subbifurcata
Calf Island,2014,4,UNID Juv Laminariales
Calf Island,2015,1,Agarum clathratum
Calf Island,2015,1,Asterias forbesi
Calf Island,2015,1,Asterias rubens
Calf Island,2015,1,Botrylloides violaceus
Calf Island,2015,1,Bugula turrita
Calf Island,2015,1,Cancer borealis
Calf Island,2015,1,Cancer irroratus
Calf Island,2015,1,Ceramium
Calf Island,2015,1,Chondrus crispus
Calf Island,2015,1,Coccotylus truncatus
Calf Island,2015,1,Corallina officinalis
Calf Island,2015,1,Crepidula fornicata
Calf Island,2015,1,Cystoclonium purpureum
Calf Island,2015,1,Desmarestia aculeata
Calf Island,2015,1,Desmarestia viridis
Calf Island,2015,1,Diatom Tube Mat
Calf Island,2015,1,Encrusting coralline
Calf Island,2015,1,Euthora cristata
Calf Island,2015,1,Filamentous Green
Calf Island,2015,1,Henricia sanguinolenta
Calf Island,2015,1,Heterosiphonia japonica
Calf Island,2015,1,Hildenbrandia rubra
Calf Island,2015,1,Homarus americanus
Calf Island,2015,1,Laminaria digitata
Calf Island,2015,1,Lichenopora verrucaria
Calf Island,2015,1,Lithothamnion
Calf Island,2015,1,Lithothamnion lemoineae
Calf Island,2015,1,Lithothamnion tophiforme
Calf Island,2015,1,Mastocarpus stellatus
Calf Island,2015,1,Membranipora membranacea
Calf Island,2015,1,Myoxocephalus
Calf Island,2015,1,Myoxocephalus scorpioides
Calf Island,2015,1,Palmaria palmata
Calf Island,2015,1,Pholis gunnellus
Calf Island,2015,1,Phycodrys rubens
Calf Island,2015,1,Phymatolithon
Calf Island,2015,1,Phymatolithon calcareum
Calf Island,2015,1,Phymatolithon laevigatum
Calf Island,2015,1,Phymatolithon lamii
Calf Island,2015,1,Phymatolithon lenormandii
Calf Island,2015,1,Polyides rotunda
Calf Island,2015,1,Polysiphonia
Calf Island,2015,1,Polysiphonia arctica
Calf Island,2015,1,Polysiphonia flexicaulis
Calf Island,2015,1,Polysiphonia subtilissima
Calf Island,2015,1,Porphyra spp.
Calf Island,2015,1,Saccharina latissima
Calf Island,2015,1,Schizoporella unicornis
Calf Island,2015,1,Tautogolabrus adspersus
Calf Island,2015,1,Thylacodes
Calf Island,2015,1,Tricellaria inopinata
Calf Island,2015,1,UNID Juv Laminariales
Calf Island,2015,1,Unidentified Red Blade
Calf Island,2015,2,Agarum clathratum
Calf Island,2015,2,Asterias forbesi
Calf Island,2015,2,Asterias rubens
Calf Island,2015,2,Barnacle
Calf Island,2015,2,Cancer borealis
Calf Island,2015,2,Cancer irroratus
Calf Island,2015,2,Ceramium
Calf Island,2015,2,Chondrus crispus
Calf Island,2015,2,Coccotylus truncatus
Calf Island,2015,2,Crepidula fornicata
Calf Island,2015,2,Cystoclonium purpureum
Calf Island,2015,2,Desmarestia aculeata
Calf Island,2015,2,Desmarestia viridis
Calf Island,2015,2,Diatom Tube Mat
Calf Island,2015,2,Encrusting coralline
Calf Island,2015,2,Euthora cristata
Calf Island,2015,2,Filamentous Green
Calf Island,2015,2,Henricia sanguinolenta
Calf Island,2015,2,Heterosiphonia japonica
Calf Island,2015,2,Hildenbrandia rubra
Calf Island,2015,2,Homarus americanus
Calf Island,2015,2,Laminaria digitata
Calf Island,2015,2,Lithophyllum spp.
Calf Island,2015,2,Lithothamnion
Calf Island,2015,2,Lithothamnion lemoineae
Calf Island,2015,2,Lithothamnion tophiforme
Calf Island,2015,2,Mastocarpus stellatus
Calf Island,2015,2,Myoxocephalus
Calf Island,2015,2,Myoxocephalus scorpioides
Calf Island,2015,2,Obelia
Calf Island,2015,2,Palmaria palmata
Calf Island,2015,2,Pholis gunnellus
Calf Island,2015,2,Phycodrys rubens
Calf Island,2015,2,Phymatolithon
Calf Island,2015,2,Phymatolithon calcareum
Calf Island,2015,2,Phymatolithon laevigatum
Calf Island,2015,2,Phymatolithon lamii
Calf Island,2015,2,Phymatolithon lenormandii
Calf Island,2015,2,Polysiphonia
Calf Island,2015,2,Polysiphonia arctica
Calf Island,2015,2,Polysiphonia flexicaulis
Calf Island,2015,2,Polysiphonia subtilissima
Calf Island,2015,2,Saccharina latissima
Calf Island,2015,2,Schizoporella unicornis
Calf Island,2015,2,Tautogolabrus adspersus
Calf Island,2015,2,Thylacodes
Calf Island,2015,2,UNID Juv Laminariales
Calf Island,2015,2,Unidentified Red Blade
Calf Island,2015,3,Agarum clathratum
Calf Island,2015,3,Asterias forbesi
Calf Island,2015,3,Asterias rubens
Calf Island,2015,3,Barnacle
Calf Island,2015,3,Blady Ulvoid
Calf Island,2015,3,Bugula turrita
Calf Island,2015,3,Bugulina spicata
Calf Island,2015,3,Cancer borealis
Calf Island,2015,3,Cancer irroratus
Calf Island,2015,3,Coccotylus truncatus
Calf Island,2015,3,Crepidula fornicata
Calf Island,2015,3,Cystoclonium purpureum
Calf Island,2015,3,Dendrodoa carnea
Calf Island,2015,3,Desmarestia aculeata
Calf Island,2015,3,Desmarestia viridis
Calf Island,2015,3,Diatom Tube Mat
Calf Island,2015,3,Didemnum vexillum
Calf Island,2015,3,Euthora cristata
Calf Island,2015,3,Henricia sanguinolenta
Calf Island,2015,3,Hildenbrandia rubra
Calf Island,2015,3,Homarus americanus
Calf Island,2015,3,Laminaria digitata
Calf Island,2015,3,Leptophytum acervatum
Calf Island,2015,3,Lithophyllum spp.
Calf Island,2015,3,Lithothamnion
Calf Island,2015,3,Lithothamnion lemoineae
Calf Island,2015,3,Lithothamnion tophiforme
Calf Island,2015,3,Mastocarpus stellatus
Calf Island,2015,3,Membranipora membranacea
Calf Island,2015,3,Myoxocephalus
Calf Island,2015,3,Myoxocephalus scorpioides
Calf Island,2015,3,Palmaria palmata
Calf Island,2015,3,Pholis gunnellus
Calf Island,2015,3,Phycodrys rubens
Calf Island,2015,3,Phymatolithon
Calf Island,2015,3,Phymatolithon calcareum
Calf Island,2015,3,Phymatolithon laevigatum
Calf Island,2015,3,Phymatolithon lamii
Calf Island,2015,3,Phymatolithon lenormandii
Calf Island,2015,3,Polysiphonia
Calf Island,2015,3,Polysiphonia arctica
Calf Island,2015,3,Polysiphonia flexicaulis
Calf Island,2015,3,Polysiphonia subtilissima
Calf Island,2015,3,Porphyra spp.
Calf Island,2015,3,Saccharina latissima
Calf Island,2015,3,Tautogolabrus adspersus
Calf Island,2015,3,Thylacodes
Calf Island,2015,3,Tricellaria inopinata
Calf Island,2015,3,Ulvaria
Calf Island,2015,3,Ulvaria obscura
Calf Island,2015,3,Ulvaria obscura var. blyttii
Calf Island,2015,3,Ulvaria splendens
Calf Island,2015,3,Ulvaria subbifurcata
Calf Island,2015,3,UNID Juv Laminariales
Calf Island,2015,4,Agarum clathratum
Calf Island,2015,4,Anomia
Calf Island,2015,4,Anomia peruviana
Calf Island,2015,4,Anomia simplex
Calf Island,2015,4,Asterias forbesi
Calf Island,2015,4,Asterias rubens
Calf Island,2015,4,Barnacle
Calf Island,2015,4,Blady Ulvoid
Calf Island,2015,4,Bugulina spicata
Calf Island,2015,4,Cancer borealis
Calf Island,2015,4,Cancer irroratus
Calf Island,2015,4,Chondrus crispus
Calf Island,2015,4,Clathromorphum circumscriptum
Calf Island,2015,4,Coccotylus truncatus
Calf Island,2015,4,Crepidula fornicata
Calf Island,2015,4,Cystoclonium purpureum
Calf Island,2015,4,Desmarestia aculeata
Calf Island,2015,4,Desmarestia viridis
Calf Island,2015,4,Didemnum vexillum
Calf Island,2015,4,Euthora cristata
Calf Island,2015,4,Henricia sanguinolenta
Calf Island,2015,4,Heterosiphonia japonica
Calf Island,2015,4,Homarus americanus
Calf Island,2015,4,Laminaria digitata
Calf Island,2015,4,Leptophytum acervatum
Calf Island,2015,4,Lithophyllum spp.
Calf Island,2015,4,Mastocarpus stellatus
Calf Island,2015,4,Myoxocephalus
Calf Island,2015,4,Myoxocephalus scorpioides
Calf Island,2015,4,Palmaria palmata
Calf Island,2015,4,Pholis gunnellus
Calf Island,2015,4,Phycodrys rubens
Calf Island,2015,4,Phymatolithon
Calf Island,2015,4,Phymatolithon calcareum
Calf Island,2015,4,Phymatolithon laevigatum
Calf Island,2015,4,Phymatolithon lamii
Calf Island,2015,4,Phymatolithon lenormandii
Calf Island,2015,4,Polyides rotunda
Calf Island,2015,4,Polysiphonia
Calf Island,2015,4,Polysiphonia arctica
Calf Island,2015,4,Polysiphonia flexicaulis
Calf Island,2015,4,Polysiphonia subtilissima
Calf Island,2015,4,Porphyra spp.
Calf Island,2015,4,Saccharina latissima
Calf Island,2015,4,Tautogolabrus adspersus
Calf Island,2015,4,Thylacodes
Calf Island,2015,4,Ulvaria
Calf Island,2015,4,Ulvaria obscura
Calf Island,2015,4,Ulvaria obscura var. blyttii
Calf Island,2015,4,Ulvaria splendens
Calf Island,2015,4,Ulvaria subbifurcata
Calf Island,2015,4,UNID Juv Laminariales
Calf Island,2016,1,Agarum clathratum
Calf Island,2016,1,Asterias forbesi
Calf Island,2016,1,Asterias rubens
Calf Island,2016,1,Cancer borealis
Calf Island,2016,1,Cancer irroratus
Calf Island,2016,1,Clathromorphum circumscriptum
Calf Island,2016,1,Crepidula fornicata
Calf Island,2016,1,Dendrodoa carnea
Calf Island,2016,1,Desmarestia aculeata
Calf Island,2016,1,Desmarestia viridis
Calf Island,2016,1,Didemnum vexillum
Calf Island,2016,1,Henricia sanguinolenta
Calf Island,2016,1,Heterosiphonia japonica
Calf Island,2016,1,Homarus americanus
Calf Island,2016,1,Isodictya palmata
Calf Island,2016,1,Lithothamnion
Calf Island,2016,1,Lithothamnion lemoineae
Calf Island,2016,1,Lithothamnion tophiforme
Calf Island,2016,1,Mastocarpus stellatus
Calf Island,2016,1,Membranipora membranacea
Calf Island,2016,1,Modiolus modiolus
Calf Island,2016,1,Myoxocephalus
Calf Island,2016,1,Myoxocephalus scorpioides
Calf Island,2016,1,Palmaria palmata
Calf Island,2016,1,Pholis gunnellus
Calf Island,2016,1,Saccharina latissima
Calf Island,2016,1,Tricellaria inopinata
Calf Island,2016,1,UNID Juv Laminariales
Calf Island,2016,2,Agarum clathratum
Calf Island,2016,2,Asterias forbesi
Calf Island,2016,2,Asterias rubens
Calf Island,2016,2,Botrylloides violaceus
Calf Island,2016,2,Cancer borealis
Calf Island,2016,2,Cancer irroratus
Calf Island,2016,2,Clathromorphum circumscriptum
Calf Island,2016,2,Crepidula fornicata
Calf Island,2016,2,Desmarestia aculeata
Calf Island,2016,2,Desmarestia viridis
Calf Island,2016,2,Didemnum vexillum
Calf Island,2016,2,Halosiphon tomentosus
Calf Island,2016,2,Henricia sanguinolenta
Calf Island,2016,2,Heterosiphonia japonica
Calf Island,2016,2,Hildenbrandia rubra
Calf Island,2016,2,Homarus americanus
Calf Island,2016,2,Laminaria digitata
Calf Island,2016,2,Lithothamnion
Calf Island,2016,2,Lithothamnion lemoineae
Calf Island,2016,2,Lithothamnion tophiforme
Calf Island,2016,2,Mastocarpus stellatus
Calf Island,2016,2,Membranipora membranacea
Calf Island,2016,2,Modiolus modiolus
Calf Island,2016,2,Myoxocephalus
Calf Island,2016,2,Myoxocephalus scorpioides
Calf Island,2016,2,Palmaria palmata
Calf Island,2016,2,Pholis gunnellus
Calf Island,2016,2,Phycodrys rubens
Calf Island,2016,2,Saccharina latissima
Calf Island,2016,2,Saccorhiza dermatodea
Calf Island,2016,2,Styela clava
Calf Island,2016,2,Tautogolabrus adspersus
Calf Island,2016,2,Tricellaria inopinata
Calf Island,2016,2,UNID Juv Laminariales
Calf Island,2016,3,Agarum clathratum
Calf Island,2016,3,Asterias forbesi
Calf Island,2016,3,Asterias rubens
Calf Island,2016,3,Botrylloides violaceus
Calf Island,2016,3,Cancer borealis
Calf Island,2016,3,Cancer irroratus
Calf Island,2016,3,Chondrus crispus
Calf Island,2016,3,Clathromorphum circumscriptum
Calf Island,2016,3,Corallina officinalis
Calf Island,2016,3,Crepidula fornicata
Calf Island,2016,3,Desmarestia aculeata
Calf Island,2016,3,Desmarestia viridis
Calf Island,2016,3,Didemnum vexillum
Calf Island,2016,3,Henricia sanguinolenta
Calf Island,2016,3,Heterosiphonia japonica
Calf Island,2016,3,Homarus americanus
Calf Island,2016,3,Laminaria digitata
Calf Island,2016,3,Lithothamnion
Calf Island,2016,3,Lithothamnion lemoineae
Calf Island,2016,3,Lithothamnion tophiforme
Calf Island,2016,3,Mastocarpus stellatus
Calf Island,2016,3,Membranipora membranacea
Calf Island,2016,3,Myoxocephalus
Calf Island,2016,3,Myoxocephalus scorpioides
Calf Island,2016,3,Palmaria palmata
Calf Island,2016,3,Pholis gunnellus
Calf Island,2016,3,Phycodrys rubens
Calf Island,2016,3,Saccharina latissima
Calf Island,2016,3,Tautogolabrus adspersus
Calf Island,2016,3,Tricellaria inopinata
Calf Island,2016,3,UNID Juv Laminariales
Calf Island,2016,4,Agarum clathratum
Calf Island,2016,4,Asterias forbesi
Calf Island,2016,4,Asterias rubens
Calf Island,2016,4,Botrylloides violaceus
Calf Island,2016,4,Bugulina spicata
Calf Island,2016,4,Cancer borealis
Calf Island,2016,4,Cancer irroratus
Calf Island,2016,4,Crepidula fornicata
Calf Island,2016,4,Cystoclonium purpureum
Calf Island,2016,4,Desmarestia aculeata
Calf Island,2016,4,Desmarestia viridis
Calf Island,2016,4,Henricia sanguinolenta
Calf Island,2016,4,Hildenbrandia rubra
Calf Island,2016,4,Homarus americanus
Calf Island,2016,4,Laminaria digitata
Calf Island,2016,4,Leptophytum acervatum
Calf Island,2016,4,Lithophyllum spp.
Calf Island,2016,4,Lithothamnion
Calf Island,2016,4,Lithothamnion lemoineae
Calf Island,2016,4,Lithothamnion tophiforme
Calf Island,2016,4,Mastocarpus stellatus
Calf Island,2016,4,Membranipora membranacea
Calf Island,2016,4,Myoxocephalus
Calf Island,2016,4,Myoxocephalus scorpioides
Calf Island,2016,4,Mytilus edulis
Calf Island,2016,4,Pholis gunnellus
Calf Island,2016,4,Phycodrys rubens
Calf Island,2016,4,Phymatolithon
Calf Island,2016,4,Phymatolithon calcareum
Calf Island,2016,4,Phymatolithon laevigatum
Calf Island,2016,4,Phymatolithon lamii
Calf Island,2016,4,Phymatolithon lenormandii
Calf Island,2016,4,Polysiphonia
Calf Island,2016,4,Polysiphonia arctica
Calf Island,2016,4,Polysiphonia flexicaulis
Calf Island,2016,4,Polysiphonia subtilissima
Calf Island,2016,4,Saccharina latissima
Calf Island,2016,4,Tautogolabrus adspersus
Calf Island,2016,4,Thylacodes
Calf Island,2016,4,Tricellaria inopinata
Calf Island,2016,4,Ulvaria
Calf Island,2016,4,Ulvaria obscura
Calf Island,2016,4,Ulvaria obscura var. blyttii
Calf Island,2016,4,Ulvaria splendens
Calf Island,2016,4,Ulvaria subbifurcata
Calf Island,2016,4,UNID Juv Laminariales
Calf Island,2017,1,Ahnfeltia plicata
Calf Island,2017,1,Asterias forbesi
Calf Island,2017,1,Asterias rubens
Calf Island,2017,1,Bonnemaisonia hamifera
Calf Island,2017,1,Botrylloides violaceus
Calf Island,2017,1,Bugulina spicata
Calf Island,2017,1,Cancer borealis
Calf Island,2017,1,Cancer irroratus
Calf Island,2017,1,Chondrus crispus
Calf Island,2017,1,Clathromorphum circumscriptum
Calf Island,2017,1,Coccotylus truncatus
Calf Island,2017,1,Corallina officinalis
Calf Island,2017,1,Crepidula fornicata
Calf Island,2017,1,Cystoclonium purpureum
Calf Island,2017,1,Didemnum vexillum
Calf Island,2017,1,Halichondria  panicea
Calf Island,2017,1,Henricia sanguinolenta
Calf Island,2017,1,Heterosiphonia japonica
Calf Island,2017,1,Homarus americanus
Calf Island,2017,1,Laminaria digitata
Calf Island,2017,1,Leptophytum acervatum
Calf Island,2017,1,Lithophyllum spp.
Calf Island,2017,1,Lithothamnion
Calf Island,2017,1,Lithothamnion lemoineae
Calf Island,2017,1,Lithothamnion tophiforme
Calf Island,2017,1,Mastocarpus stellatus
Calf Island,2017,1,Membranipora membranacea
Calf Island,2017,1,Myoxocephalus
Calf Island,2017,1,Myoxocephalus scorpioides
Calf Island,2017,1,Mytilus edulis
Calf Island,2017,1,Obelia
Calf Island,2017,1,Palmaria palmata
Calf Island,2017,1,Pholis gunnellus
Calf Island,2017,1,Phycodrys rubens
Calf Island,2017,1,Phymatolithon
Calf Island,2017,1,Phymatolithon calcareum
Calf Island,2017,1,Phymatolithon laevigatum
Calf Island,2017,1,Phymatolithon lamii
Calf Island,2017,1,Phymatolithon lenormandii
Calf Island,2017,1,Polysiphonia
Calf Island,2017,1,Polysiphonia arctica
Calf Island,2017,1,Polysiphonia flexicaulis
Calf Island,2017,1,Polysiphonia subtilissima
Calf Island,2017,1,Saccharina latissima
Calf Island,2017,1,Styela clava
Calf Island,2017,1,Tautogolabrus adspersus
Calf Island,2017,1,Thylacodes
Calf Island,2017,1,Tricellaria inopinata
Calf Island,2017,2,Ahnfeltia plicata
Calf Island,2017,2,Asterias forbesi
Calf Island,2017,2,Asterias rubens
Calf Island,2017,2,Bonnemaisonia hamifera
Calf Island,2017,2,Bugula turrita
Calf Island,2017,2,Bugulina spicata
Calf Island,2017,2,Cancer borealis
Calf Island,2017,2,Cancer irroratus
Calf Island,2017,2,Chondrus crispus
Calf Island,2017,2,Crepidula fornicata
Calf Island,2017,2,Cystoclonium purpureum
Calf Island,2017,2,Desmarestia aculeata
Calf Island,2017,2,Didemnum vexillum
Calf Island,2017,2,Henricia sanguinolenta
Calf Island,2017,2,Heterosiphonia japonica
Calf Island,2017,2,Homarus americanus
Calf Island,2017,2,Laminaria digitata
Calf Island,2017,2,Leptophytum acervatum
Calf Island,2017,2,Membranipora membranacea
Calf Island,2017,2,Myoxocephalus
Calf Island,2017,2,Myoxocephalus scorpioides
Calf Island,2017,2,Obelia
Calf Island,2017,2,Palmaria palmata
Calf Island,2017,2,Pholis gunnellus
Calf Island,2017,2,Phycodrys rubens
Calf Island,2017,2,Phymatolithon
Calf Island,2017,2,Phymatolithon calcareum
Calf Island,2017,2,Phymatolithon laevigatum
Calf Island,2017,2,Phymatolithon lamii
Calf Island,2017,2,Phymatolithon lenormandii
Calf Island,2017,2,Polysiphonia
Calf Island,2017,2,Polysiphonia arctica
Calf Island,2017,2,Polysiphonia flexicaulis
Calf Island,2017,2,Polysiphonia subtilissima
Calf Island,2017,2,Saccharina latissima
Calf Island,2017,2,Solaster endeca
Calf Island,2017,2,Tautogolabrus adspersus
Calf Island,2017,2,Thylacodes
Calf Island,2017,2,Tricellaria inopinata
Calf Island,2017,2,UNID Juv Laminariales
Calf Island,2017,2,Unidentified Red Blade
Calf Island,2017,3,Asterias rubens
Calf Island,2017,3,Bugula turrita
Calf Island,2017,3,Cancer borealis
Calf Island,2017,3,Cancer irroratus
Calf Island,2017,3,Chondrus crispus
Calf Island,2017,3,Cliona
Calf Island,2017,3,Cliona celata
Calf Island,2017,3,Cliona lobata
Calf Island,2017,3,Cliona undulata
Calf Island,2017,3,Crepidula fornicata
Calf Island,2017,3,Desmarestia aculeata
Calf Island,2017,3,Desmarestia viridis
Calf Island,2017,3,Didemnum vexillum
Calf Island,2017,3,Euthora cristata
Calf Island,2017,3,Henricia sanguinolenta
Calf Island,2017,3,Heterosiphonia japonica
Calf Island,2017,3,Homarus americanus
Calf Island,2017,3,Laminaria digitata
Calf Island,2017,3,Lithothamnion
Calf Island,2017,3,Lithothamnion lemoineae
Calf Island,2017,3,Lithothamnion tophiforme
Calf Island,2017,3,Mastocarpus stellatus
Calf Island,2017,3,Membranipora membranacea
Calf Island,2017,3,Myoxocephalus
Calf Island,2017,3,Myoxocephalus scorpioides
Calf Island,2017,3,Mytilus edulis
Calf Island,2017,3,Palmaria palmata
Calf Island,2017,3,Pholis gunnellus
Calf Island,2017,3,Phycodrys rubens
Calf Island,2017,3,Phymatolithon
Calf Island,2017,3,Phymatolithon calcareum
Calf Island,2017,3,Phymatolithon laevigatum
Calf Island,2017,3,Phymatolithon lamii
Calf Island,2017,3,Phymatolithon lenormandii
Calf Island,2017,3,Polyides rotunda
Calf Island,2017,3,Polysiphonia
Calf Island,2017,3,Polysiphonia arctica
Calf Island,2017,3,Polysiphonia flexicaulis
Calf Island,2017,3,Polysiphonia subtilissima
Calf Island,2017,3,Saccharina latissima
Calf Island,2017,3,Styela clava
Calf Island,2017,3,Tautogolabrus adspersus
Calf Island,2017,3,Tricellaria inopinata
Calf Island,2017,4,Agarum clathratum
Calf Island,2017,4,Blady Ulvoid
Calf Island,2017,4,Botrylloides violaceus
Calf Island,2017,4,Cancer borealis
Calf Island,2017,4,Cancer irroratus
Calf Island,2017,4,Chondrus crispus
Calf Island,2017,4,Cliona
Calf Island,2017,4,Cliona celata
Calf Island,2017,4,Cliona lobata
Calf Island,2017,4,Cliona undulata
Calf Island,2017,4,Crepidula fornicata
Calf Island,2017,4,Dendrodoa carnea
Calf Island,2017,4,Euthora cristata
Calf Island,2017,4,Gersemia rubiformis
Calf Island,2017,4,Henricia sanguinolenta
Calf Island,2017,4,Heterosiphonia japonica
Calf Island,2017,4,Hildenbrandia rubra
Calf Island,2017,4,Homarus americanus
Calf Island,2017,4,Laminaria digitata
Calf Island,2017,4,Lithothamnion
Calf Island,2017,4,Lithothamnion lemoineae
Calf Island,2017,4,Lithothamnion tophiforme
Calf Island,2017,4,Mastocarpus stellatus
Calf Island,2017,4,Membranipora membranacea
Calf Island,2017,4,Myoxocephalus
Calf Island,2017,4,Myoxocephalus scorpioides
Calf Island,2017,4,Mytilus edulis
Calf Island,2017,4,Palmaria palmata
Calf Island,2017,4,Pholis gunnellus
Calf Island,2017,4,Phycodrys rubens
Calf Island,2017,4,Polyides rotunda
Calf Island,2017,4,Polysiphonia
Calf Island,2017,4,Polysiphonia arctica
Calf Island,2017,4,Polysiphonia flexicaulis
Calf Island,2017,4,Polysiphonia subtilissima
Calf Island,2017,4,Saccharina latissima
Calf Island,2017,4,Tautogolabrus adspersus
Calf Island,2017,4,Tricellaria inopinata
Fort Weatherill,2016,1,Asterias forbesi
Fort Weatherill,2016,1,Astrangia poculata
Fort Weatherill,2016,1,Boltenia echinata
Fort Weatherill,2016,1,Boltenia ovifera
Fort Weatherill,2016,1,Botrylloides violaceus
Fort Weatherill,2016,1,Bugula neritina
Fort Weatherill,2016,1,Busycon carica
Fort Weatherill,2016,1,Callinectes sapidus
Fort Weatherill,2016,1,Centropristis striata
Fort Weatherill,2016,1,Champia parvula
Fort Weatherill,2016,1,Chondrus crispus
Fort Weatherill,2016,1,Coccotylus truncatus
Fort Weatherill,2016,1,Cystoclonium purpureum
Fort Weatherill,2016,1,Ectocarpus
Fort Weatherill,2016,1,Henricia sanguinolenta
Fort Weatherill,2016,1,Hildenbrandia rubra
Fort Weatherill,2016,1,Homarus americanus
Fort Weatherill,2016,1,Laminaria digitata
Fort Weatherill,2016,1,Metridium senile
Fort Weatherill,2016,1,Myoxocephalus
Fort Weatherill,2016,1,Myoxocephalus scorpioides
Fort Weatherill,2016,1,Palmaria palmata
Fort Weatherill,2016,1,Pholis gunnellus
Fort Weatherill,2016,1,Porphyra spp.
