sourceTaxonName,targetTaxonName,interactionTypeName,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Pseudopleuronectes americanus,Urophycis regia,NA,EOL_V2:220101,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,EOL_V2:206060,Animalia | Chordata | Actinopterygii | Gadiformes | Phycidae | Urophycis | Urophycis regia,NA,NA,NA,NA,NA
Ptilota serrata,Strongylocentrotus droebachiensis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ptilota serrata,Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:109043,Florideophyceae | Ceramiales | Ceramiaceae | Ptilota | Ptilota serrata,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Saccharina latissima,Buccinum undatum,NA,FBC:SLB:SpecCode:155096,Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Saccharina latissima,Cancer irroratus,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Saccharina latissima,Carcinus maenas,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Saccharina latissima,Crossaster papposus,NA,FBC:SLB:SpecCode:155096,Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,FBC:SLB:SpecCode:48745,Asteroidea | Spinulosida | Solasteridae | Crossaster | Crossaster papposus,NA,NA,NA,NA,NA
Saccharina latissima,Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:155096,Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Saccharina latissima,Testudinalia testudinalis,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Saccorhiza dermatodea,Buccinum undatum,NA,GBIF:5422621,Chromista | Ochrophyta | Phaeophyceae | Tilopteridales | Phyllariaceae | Saccorhiza | Saccorhiza dermatodea,NA,EOL_V2:595071,Animalia | Mollusca | Gastropoda | Neogastropoda | Buccinoidea | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Saccorhiza dermatodea,Strongylocentrotus droebachiensis,NA,GBIF:5422621,Chromista | Ochrophyta | Phaeophyceae | Tilopteridales | Phyllariaceae | Saccorhiza | Saccorhiza dermatodea,NA,EOL:599668,Animalia | Echinodermata | Echinoidea | Camarodonta | Odontophora | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Scophthalmus aquosus,Centropristis striata,NA,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,NA,NA,NA,NA
Scophthalmus aquosus,Crassostrea virginica,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,NA,NA,NA,NA
Scophthalmus aquosus,Crepidula fornicata,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,EOL:593855,Animalia | Mollusca | Gastropoda | Littorinimorpha | Calyptraeoidea | Calyptraeidae | Crepidula | Crepidula fornicata,NA,NA,NA,NA,NA
Scophthalmus aquosus,Gadus morhua,NA,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Scophthalmus aquosus,Hemitripterus americanus,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,EOL_V2:208239,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Hemitripteridae | Hemitripterus | Hemitripterus americanus,NA,NA,NA,NA,NA
Scophthalmus aquosus,Leucoraja erinacea,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,EOL_V2:217228,Animalia | Chordata | Elasmobranchii | Rajiformes | Rajidae | Leucoraja | Leucoraja erinacea,NA,NA,NA,NA,NA
Scophthalmus aquosus,Leucoraja ocellata,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,EOL_V2:217218,Animalia | Chordata | Elasmobranchii | Rajiformes | Rajidae | Leucoraja | Leucoraja ocellata,NA,NA,NA,NA,NA
Scophthalmus aquosus,Merluccius bilinearis,eats,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,FBC:FB:SpecCode:323,Actinopterygii | Gadiformes | Merlucciidae | Merluccius | Merluccius bilinearis,NA,NA,NA,NA,NA
Scophthalmus aquosus,Morone saxatilis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scophthalmus aquosus,Morone saxatilis,NA,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,NA,NA,NA,NA
Scophthalmus aquosus,Mytilus edulis,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Scophthalmus aquosus,Neverita duplicata,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,FBC:SLB:SpecCode:4862,Gastropoda | Neotaenioglossa | Naticidae | Neverita | Neverita duplicata,NA,NA,NA,NA,NA
Scophthalmus aquosus,Paralichthys dentatus,NA,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,FBC:FB:SpecCode:1338,Actinopterygii | Pleuronectiformes | Paralichthyidae | Paralichthys | Paralichthys dentatus,NA,NA,NA,NA,NA
Scophthalmus aquosus,Pomatomus saltatrix,NA,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,FBC:FB:SpecCode:364,Actinopterygii | Perciformes | Pomatomidae | Pomatomus | Pomatomus saltatrix,NA,NA,NA,NA,NA
Scophthalmus aquosus,Scophthalmus aquosus,eats,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,NA,NA,NA,NA
Scophthalmus aquosus,Scophthalmus aquosus,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,NA,NA,NA,NA
Scophthalmus aquosus,Squalus acanthias,NA,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,NA,NA,NA,NA
Scophthalmus aquosus,Urophycis regia,eats,EOL_V2:994474,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,EOL_V2:206060,Animalia | Chordata | Actinopterygii | Gadiformes | Phycidae | Urophycis | Urophycis regia,NA,NA,NA,NA,NA
Sebastes fasciatus,Gadus morhua,NA,FBC:FB:SpecCode:3969,Actinopterygii | Scorpaeniformes | Sebastidae | Sebastes | Sebastes fasciatus,NA,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Sebastes fasciatus,Merluccius bilinearis,eats,FBC:FB:SpecCode:3969,Actinopterygii | Scorpaeniformes | Sebastidae | Sebastes | Sebastes fasciatus,NA,FBC:FB:SpecCode:323,Actinopterygii | Gadiformes | Merlucciidae | Merluccius | Merluccius bilinearis,NA,NA,NA,NA,NA
Sebastes fasciatus,Merluccius bilinearis,NA,FBC:FB:SpecCode:3969,Actinopterygii | Scorpaeniformes | Sebastidae | Sebastes | Sebastes fasciatus,NA,FBC:FB:SpecCode:323,Actinopterygii | Gadiformes | Merlucciidae | Merluccius | Merluccius bilinearis,NA,NA,NA,NA,NA
Sebastes fasciatus,Pomatomus saltatrix,NA,FBC:FB:SpecCode:3969,Actinopterygii | Scorpaeniformes | Sebastidae | Sebastes | Sebastes fasciatus,NA,FBC:FB:SpecCode:364,Actinopterygii | Perciformes | Pomatomidae | Pomatomus | Pomatomus saltatrix,NA,NA,NA,NA,NA
Solaster endeca,Echinarachnius parma,eats,ITIS:157076,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Valvatacea | Valvatida | Solasteridae | Solaster | Solaster endeca,NA,ITIS:158016,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Gnathostomata | Clypeasteroida | Scutellina | Echinarachniidae | Echinarachnius | Echinarachnius parma,NA,NA,NA,NA,NA
Solaster endeca,Strongylocentrotus droebachiensis,eats,ITIS:157076,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Valvatacea | Valvatida | Solasteridae | Solaster | Solaster endeca,NA,ITIS:157969,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Echinacea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Solaster endeca,Strongylocentrotus droebachiensis,NA,ITIS:157076,Animalia | Bilateria | Deuterostomia | Echinodermata | Asterozoa | Asteroidea | Valvatacea | Valvatida | Solasteridae | Solaster | Solaster endeca,NA,ITIS:157969,Animalia | Bilateria | Deuterostomia | Echinodermata | Echinozoa | Echinoidea | Euechinoidea | Echinacea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Sphoeroides maculatus,Callinectes sapidus,NA,FBC:FB:SpecCode:1181,Actinopterygii | Tetraodontiformes | Tetraodontidae | Sphoeroides | Sphoeroides maculatus,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Sphoeroides maculatus,Cancer irroratus,NA,FBC:FB:SpecCode:1181,Actinopterygii | Tetraodontiformes | Tetraodontidae | Sphoeroides | Sphoeroides maculatus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Sphoeroides maculatus,Libinia emarginata,NA,FBC:FB:SpecCode:1181,Actinopterygii | Tetraodontiformes | Tetraodontidae | Sphoeroides | Sphoeroides maculatus,NA,EOL_V2:343476,Animalia | Arthropoda | Malacostraca | Decapoda | Majoidea | Epialtidae | Libinia | Libinia emarginata,NA,NA,NA,NA,NA
Sphoeroides maculatus,Morone saxatilis,NA,FBC:FB:SpecCode:1181,Actinopterygii | Tetraodontiformes | Tetraodontidae | Sphoeroides | Sphoeroides maculatus,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,NA,NA,NA,NA
Sphoeroides maculatus,Pomatomus saltatrix,NA,FBC:FB:SpecCode:1181,Actinopterygii | Tetraodontiformes | Tetraodontidae | Sphoeroides | Sphoeroides maculatus,NA,FBC:FB:SpecCode:364,Actinopterygii | Perciformes | Pomatomidae | Pomatomus | Pomatomus saltatrix,NA,NA,NA,NA,NA
Squalus acanthias,Anarhichas lupus,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:222376,Animalia | Chordata | Actinopterygii | Perciformes | Anarhichadidae | Anarhichas | Anarhichas lupus,NA,NA,NA,NA,NA
Squalus acanthias,Buccinum undatum,eats,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:SLB:SpecCode:5371,Gastropoda | Neogastropoda | Buccinidae | Buccinum | Buccinum undatum,NA,NA,NA,NA,NA
Squalus acanthias,Gadus morhua,eats,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Squalus acanthias,Gadus morhua,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Squalus acanthias,Leucoraja erinacea,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:217228,Animalia | Chordata | Elasmobranchii | Rajiformes | Rajidae | Leucoraja | Leucoraja erinacea,NA,NA,NA,NA,NA
Squalus acanthias,Leucoraja ocellata,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:217218,Animalia | Chordata | Elasmobranchii | Rajiformes | Rajidae | Leucoraja | Leucoraja ocellata,NA,NA,NA,NA,NA
Squalus acanthias,Limanda ferruginea,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:205418,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Limanda | Limanda ferruginea,NA,NA,NA,NA,NA
Squalus acanthias,Melanogrammus aeglefinus,eats,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:1381,Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Squalus acanthias,Melanogrammus aeglefinus,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:1381,Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Squalus acanthias,Merluccius bilinearis,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:205098,Animalia | Chordata | Actinopterygii | Gadiformes | Merlucciidae | Merluccius | Merluccius bilinearis,NA,NA,NA,NA,NA
Squalus acanthias,Merluccius bilinearis,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:323,Actinopterygii | Gadiformes | Merlucciidae | Merluccius | Merluccius bilinearis,NA,NA,NA,NA,NA
Squalus acanthias,Myoxocephalus octodecemspinosus,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:204298,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA
Squalus acanthias,Paralichthys dentatus,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:204043,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Paralichthyidae | Paralichthys | Paralichthys dentatus,NA,NA,NA,NA,NA
Squalus acanthias,Paralichthys dentatus,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:1338,Actinopterygii | Pleuronectiformes | Paralichthyidae | Paralichthys | Paralichthys dentatus,NA,NA,NA,NA,NA
Squalus acanthias,Pholis gunnellus,eats,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:3804,Actinopterygii | Perciformes | Pholidae | Pholis | Pholis gunnellus,NA,NA,NA,NA,NA
Squalus acanthias,Pollachius virens,eats,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:1343,Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
Squalus acanthias,Pomatomus saltatrix,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:205264,Animalia | Chordata | Actinopterygii | Perciformes | Pomatomidae | Pomatomus | Pomatomus saltatrix,NA,NA,NA,NA,NA
Squalus acanthias,Pomatomus saltatrix,NA,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:205264,Animalia | Chordata | Actinopterygii | Perciformes | Pomatomidae | Pomatomus | Pomatomus saltatrix,NA,NA,NA,NA,NA
Squalus acanthias,Prionotus carolinus,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:225774,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Triglidae | Prionotus | Prionotus carolinus,NA,NA,NA,NA,NA
Squalus acanthias,Pseudopleuronectes americanus,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:220101,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,NA,NA,NA,NA
Squalus acanthias,Scophthalmus aquosus,eats,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,NA,NA,NA,NA
Squalus acanthias,Scophthalmus aquosus,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:530,Actinopterygii | Pleuronectiformes | Scophthalmidae | Scophthalmus | Scophthalmus aquosus,NA,NA,NA,NA,NA
Squalus acanthias,Squalus acanthias,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,NA,NA,NA,NA
Squalus acanthias,Squalus acanthias,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,NA,NA,NA,NA
Squalus acanthias,Stenotomus chrysops,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,NA,NA,NA,NA
Squalus acanthias,Syngnathus fuscus,NA,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,FBC:FB:SpecCode:3301,Actinopterygii | Syngnathiformes | Syngnathidae | Syngnathus | Syngnathus fuscus,NA,NA,NA,NA,NA
Squalus acanthias,Urophycis regia,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:206060,Animalia | Chordata | Actinopterygii | Gadiformes | Phycidae | Urophycis | Urophycis regia,NA,NA,NA,NA,NA
Squalus acanthias,Zoarces americanus,eats,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,EOL_V2:1015236,Animalia | Chordata | Actinopterygii | Perciformes | Zoarcidae | Zoarces | Zoarces americanus,NA,NA,NA,NA,NA
Stenotomus chrysops,Cancer irroratus,eats,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Stenotomus chrysops,Carcharias taurus,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,FBC:FB:SpecCode:747,Elasmobranchii | Lamniformes | Odontaspididae | Carcharias | Carcharias taurus,NA,NA,NA,NA,NA
Stenotomus chrysops,Centropristis striata,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,NA,NA,NA,NA
Stenotomus chrysops,Merluccius bilinearis,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,FBC:FB:SpecCode:323,Actinopterygii | Gadiformes | Merlucciidae | Merluccius | Merluccius bilinearis,NA,NA,NA,NA,NA
Stenotomus chrysops,Morone saxatilis,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,NA,NA,NA,NA
Stenotomus chrysops,Mytilus edulis,NA,EOL_V2:212966,Animalia | Chordata | Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Stenotomus chrysops,Paralichthys dentatus,NA,EOL_V2:212966,Animalia | Chordata | Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,EOL_V2:204043,Animalia | Chordata | Actinopterygii | Pleuronectiformes | Paralichthyidae | Paralichthys | Paralichthys dentatus,NA,NA,NA,NA,NA
Stenotomus chrysops,Pomatomus saltatrix,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,FBC:FB:SpecCode:364,Actinopterygii | Perciformes | Pomatomidae | Pomatomus | Pomatomus saltatrix,NA,NA,NA,NA,NA
Stenotomus chrysops,Squalus acanthias,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,FBC:FB:SpecCode:139,Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,NA,NA,NA,NA
Stichaeus punctuatus,Gadus morhua,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,Agarum clathratum,eats,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,GBIF:2661536,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Costariaceae | Agarum | Agarum clathratum,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,Agarum clathratum,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,Alaria esculenta,eats,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:122147,Phaeophyceae | Laminariales | Alariaceae | Alaria | Alaria esculenta,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,Alaria esculenta,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,Alaria esculenta,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:122147,Phaeophyceae | Laminariales | Alariaceae | Alaria | Alaria esculenta,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,Anarhichas lupus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,Asterias rubens,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:48661,Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,Cancer borealis,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:26783,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
Strongylocentrotus droebachiensis,Cancer irroratus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
